filepath,filename,modality_code,vocal_channel,emotion_code,emotion,intensity_code,intensity,statement,repetition,actor_id,gender
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-06-01-01-01-12.wav,03-01-06-01-01-01-12.wav,03,speech,06,fearful,01,normal,kids_door,1,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-06-01-01-02-12.wav,03-01-06-01-01-02-12.wav,03,speech,06,fearful,01,normal,kids_door,2,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-06-01-02-01-12.wav,03-01-06-01-02-01-12.wav,03,speech,06,fearful,01,normal,dogs_door,1,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-06-01-02-02-12.wav,03-01-06-01-02-02-12.wav,03,speech,06,fearful,01,normal,dogs_door,2,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-06-02-01-01-12.wav,03-01-06-02-01-01-12.wav,03,speech,06,fearful,02,strong,kids_door,1,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-06-02-01-02-12.wav,03-01-06-02-01-02-12.wav,03,speech,06,fearful,02,strong,kids_door,2,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-06-02-02-01-12.wav,03-01-06-02-02-01-12.wav,03,speech,06,fearful,02,strong,dogs_door,1,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-06-02-02-02-12.wav,03-01-06-02-02-02-12.wav,03,speech,06,fearful,02,strong,dogs_door,2,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-07-01-01-01-12.wav,03-01-07-01-01-01-12.wav,03,speech,07,disgust,01,normal,kids_door,1,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-07-01-01-02-12.wav,03-01-07-01-01-02-12.wav,03,speech,07,disgust,01,normal,kids_door,2,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-07-01-02-01-12.wav,03-01-07-01-02-01-12.wav,03,speech,07,disgust,01,normal,dogs_door,1,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-07-01-02-02-12.wav,03-01-07-01-02-02-12.wav,03,speech,07,disgust,01,normal,dogs_door,2,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-07-02-01-01-12.wav,03-01-07-02-01-01-12.wav,03,speech,07,disgust,02,strong,kids_door,1,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-07-02-01-02-12.wav,03-01-07-02-01-02-12.wav,03,speech,07,disgust,02,strong,kids_door,2,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-07-02-02-01-12.wav,03-01-07-02-02-01-12.wav,03,speech,07,disgust,02,strong,dogs_door,1,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-07-02-02-02-12.wav,03-01-07-02-02-02-12.wav,03,speech,07,disgust,02,strong,dogs_door,2,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-08-01-01-01-12.wav,03-01-08-01-01-01-12.wav,03,speech,08,surprised,01,normal,kids_door,1,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-08-01-01-02-12.wav,03-01-08-01-01-02-12.wav,03,speech,08,surprised,01,normal,kids_door,2,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-08-01-02-01-12.wav,03-01-08-01-02-01-12.wav,03,speech,08,surprised,01,normal,dogs_door,1,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-08-01-02-02-12.wav,03-01-08-01-02-02-12.wav,03,speech,08,surprised,01,normal,dogs_door,2,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-08-02-01-01-12.wav,03-01-08-02-01-01-12.wav,03,speech,08,surprised,02,strong,kids_door,1,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-08-02-01-02-12.wav,03-01-08-02-01-02-12.wav,03,speech,08,surprised,02,strong,kids_door,2,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-08-02-02-01-12.wav,03-01-08-02-02-01-12.wav,03,speech,08,surprised,02,strong,dogs_door,1,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_12/03-01-08-02-02-02-12.wav,03-01-08-02-02-02-12.wav,03,speech,08,surprised,02,strong,dogs_door,2,12,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-01-01-01-01-13.wav,03-01-01-01-01-01-13.wav,03,speech,01,neutral,01,normal,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-01-01-01-02-13.wav,03-01-01-01-01-02-13.wav,03,speech,01,neutral,01,normal,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-01-01-02-01-13.wav,03-01-01-01-02-01-13.wav,03,speech,01,neutral,01,normal,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-01-01-02-02-13.wav,03-01-01-01-02-02-13.wav,03,speech,01,neutral,01,normal,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-02-01-01-01-13.wav,03-01-02-01-01-01-13.wav,03,speech,02,calm,01,normal,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-02-01-01-02-13.wav,03-01-02-01-01-02-13.wav,03,speech,02,calm,01,normal,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-02-01-02-01-13.wav,03-01-02-01-02-01-13.wav,03,speech,02,calm,01,normal,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-02-01-02-02-13.wav,03-01-02-01-02-02-13.wav,03,speech,02,calm,01,normal,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-02-02-01-01-13.wav,03-01-02-02-01-01-13.wav,03,speech,02,calm,02,strong,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-02-02-01-02-13.wav,03-01-02-02-01-02-13.wav,03,speech,02,calm,02,strong,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-02-02-02-01-13.wav,03-01-02-02-02-01-13.wav,03,speech,02,calm,02,strong,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-02-02-02-02-13.wav,03-01-02-02-02-02-13.wav,03,speech,02,calm,02,strong,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-03-01-01-01-13.wav,03-01-03-01-01-01-13.wav,03,speech,03,happy,01,normal,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-03-01-01-02-13.wav,03-01-03-01-01-02-13.wav,03,speech,03,happy,01,normal,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-03-01-02-01-13.wav,03-01-03-01-02-01-13.wav,03,speech,03,happy,01,normal,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-03-01-02-02-13.wav,03-01-03-01-02-02-13.wav,03,speech,03,happy,01,normal,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-03-02-01-01-13.wav,03-01-03-02-01-01-13.wav,03,speech,03,happy,02,strong,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-03-02-01-02-13.wav,03-01-03-02-01-02-13.wav,03,speech,03,happy,02,strong,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-03-02-02-01-13.wav,03-01-03-02-02-01-13.wav,03,speech,03,happy,02,strong,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-03-02-02-02-13.wav,03-01-03-02-02-02-13.wav,03,speech,03,happy,02,strong,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-04-01-01-01-13.wav,03-01-04-01-01-01-13.wav,03,speech,04,sad,01,normal,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-04-01-01-02-13.wav,03-01-04-01-01-02-13.wav,03,speech,04,sad,01,normal,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-04-01-02-01-13.wav,03-01-04-01-02-01-13.wav,03,speech,04,sad,01,normal,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-04-01-02-02-13.wav,03-01-04-01-02-02-13.wav,03,speech,04,sad,01,normal,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-04-02-01-01-13.wav,03-01-04-02-01-01-13.wav,03,speech,04,sad,02,strong,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-04-02-01-02-13.wav,03-01-04-02-01-02-13.wav,03,speech,04,sad,02,strong,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-04-02-02-01-13.wav,03-01-04-02-02-01-13.wav,03,speech,04,sad,02,strong,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-04-02-02-02-13.wav,03-01-04-02-02-02-13.wav,03,speech,04,sad,02,strong,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-05-01-01-01-13.wav,03-01-05-01-01-01-13.wav,03,speech,05,angry,01,normal,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-05-01-01-02-13.wav,03-01-05-01-01-02-13.wav,03,speech,05,angry,01,normal,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-05-01-02-01-13.wav,03-01-05-01-02-01-13.wav,03,speech,05,angry,01,normal,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-05-01-02-02-13.wav,03-01-05-01-02-02-13.wav,03,speech,05,angry,01,normal,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-05-02-01-01-13.wav,03-01-05-02-01-01-13.wav,03,speech,05,angry,02,strong,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-05-02-01-02-13.wav,03-01-05-02-01-02-13.wav,03,speech,05,angry,02,strong,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-05-02-02-01-13.wav,03-01-05-02-02-01-13.wav,03,speech,05,angry,02,strong,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-05-02-02-02-13.wav,03-01-05-02-02-02-13.wav,03,speech,05,angry,02,strong,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-06-01-01-01-13.wav,03-01-06-01-01-01-13.wav,03,speech,06,fearful,01,normal,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-06-01-01-02-13.wav,03-01-06-01-01-02-13.wav,03,speech,06,fearful,01,normal,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-06-01-02-01-13.wav,03-01-06-01-02-01-13.wav,03,speech,06,fearful,01,normal,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-06-01-02-02-13.wav,03-01-06-01-02-02-13.wav,03,speech,06,fearful,01,normal,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-06-02-01-01-13.wav,03-01-06-02-01-01-13.wav,03,speech,06,fearful,02,strong,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-06-02-01-02-13.wav,03-01-06-02-01-02-13.wav,03,speech,06,fearful,02,strong,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-06-02-02-01-13.wav,03-01-06-02-02-01-13.wav,03,speech,06,fearful,02,strong,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-06-02-02-02-13.wav,03-01-06-02-02-02-13.wav,03,speech,06,fearful,02,strong,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-07-01-01-01-13.wav,03-01-07-01-01-01-13.wav,03,speech,07,disgust,01,normal,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-07-01-01-02-13.wav,03-01-07-01-01-02-13.wav,03,speech,07,disgust,01,normal,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-07-01-02-01-13.wav,03-01-07-01-02-01-13.wav,03,speech,07,disgust,01,normal,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-07-01-02-02-13.wav,03-01-07-01-02-02-13.wav,03,speech,07,disgust,01,normal,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-07-02-01-01-13.wav,03-01-07-02-01-01-13.wav,03,speech,07,disgust,02,strong,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-07-02-01-02-13.wav,03-01-07-02-01-02-13.wav,03,speech,07,disgust,02,strong,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-07-02-02-01-13.wav,03-01-07-02-02-01-13.wav,03,speech,07,disgust,02,strong,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-07-02-02-02-13.wav,03-01-07-02-02-02-13.wav,03,speech,07,disgust,02,strong,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-08-01-01-01-13.wav,03-01-08-01-01-01-13.wav,03,speech,08,surprised,01,normal,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-08-01-01-02-13.wav,03-01-08-01-01-02-13.wav,03,speech,08,surprised,01,normal,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-08-01-02-01-13.wav,03-01-08-01-02-01-13.wav,03,speech,08,surprised,01,normal,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-08-01-02-02-13.wav,03-01-08-01-02-02-13.wav,03,speech,08,surprised,01,normal,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-08-02-01-01-13.wav,03-01-08-02-01-01-13.wav,03,speech,08,surprised,02,strong,kids_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-08-02-01-02-13.wav,03-01-08-02-01-02-13.wav,03,speech,08,surprised,02,strong,kids_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-08-02-02-01-13.wav,03-01-08-02-02-01-13.wav,03,speech,08,surprised,02,strong,dogs_door,1,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_13/03-01-08-02-02-02-13.wav,03-01-08-02-02-02-13.wav,03,speech,08,surprised,02,strong,dogs_door,2,13,male
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-01-01-01-01-14.wav,03-01-01-01-01-01-14.wav,03,speech,01,neutral,01,normal,kids_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-01-01-01-02-14.wav,03-01-01-01-01-02-14.wav,03,speech,01,neutral,01,normal,kids_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-01-01-02-01-14.wav,03-01-01-01-02-01-14.wav,03,speech,01,neutral,01,normal,dogs_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-01-01-02-02-14.wav,03-01-01-01-02-02-14.wav,03,speech,01,neutral,01,normal,dogs_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-02-01-01-01-14.wav,03-01-02-01-01-01-14.wav,03,speech,02,calm,01,normal,kids_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-02-01-01-02-14.wav,03-01-02-01-01-02-14.wav,03,speech,02,calm,01,normal,kids_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-02-01-02-01-14.wav,03-01-02-01-02-01-14.wav,03,speech,02,calm,01,normal,dogs_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-02-01-02-02-14.wav,03-01-02-01-02-02-14.wav,03,speech,02,calm,01,normal,dogs_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-02-02-01-01-14.wav,03-01-02-02-01-01-14.wav,03,speech,02,calm,02,strong,kids_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-02-02-01-02-14.wav,03-01-02-02-01-02-14.wav,03,speech,02,calm,02,strong,kids_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-02-02-02-01-14.wav,03-01-02-02-02-01-14.wav,03,speech,02,calm,02,strong,dogs_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-02-02-02-02-14.wav,03-01-02-02-02-02-14.wav,03,speech,02,calm,02,strong,dogs_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-03-01-01-01-14.wav,03-01-03-01-01-01-14.wav,03,speech,03,happy,01,normal,kids_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-03-01-01-02-14.wav,03-01-03-01-01-02-14.wav,03,speech,03,happy,01,normal,kids_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-03-01-02-01-14.wav,03-01-03-01-02-01-14.wav,03,speech,03,happy,01,normal,dogs_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-03-01-02-02-14.wav,03-01-03-01-02-02-14.wav,03,speech,03,happy,01,normal,dogs_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-03-02-01-01-14.wav,03-01-03-02-01-01-14.wav,03,speech,03,happy,02,strong,kids_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-03-02-01-02-14.wav,03-01-03-02-01-02-14.wav,03,speech,03,happy,02,strong,kids_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-03-02-02-01-14.wav,03-01-03-02-02-01-14.wav,03,speech,03,happy,02,strong,dogs_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-03-02-02-02-14.wav,03-01-03-02-02-02-14.wav,03,speech,03,happy,02,strong,dogs_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-04-01-01-01-14.wav,03-01-04-01-01-01-14.wav,03,speech,04,sad,01,normal,kids_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-04-01-01-02-14.wav,03-01-04-01-01-02-14.wav,03,speech,04,sad,01,normal,kids_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-04-01-02-01-14.wav,03-01-04-01-02-01-14.wav,03,speech,04,sad,01,normal,dogs_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-04-01-02-02-14.wav,03-01-04-01-02-02-14.wav,03,speech,04,sad,01,normal,dogs_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-04-02-01-01-14.wav,03-01-04-02-01-01-14.wav,03,speech,04,sad,02,strong,kids_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-04-02-01-02-14.wav,03-01-04-02-01-02-14.wav,03,speech,04,sad,02,strong,kids_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-04-02-02-01-14.wav,03-01-04-02-02-01-14.wav,03,speech,04,sad,02,strong,dogs_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-04-02-02-02-14.wav,03-01-04-02-02-02-14.wav,03,speech,04,sad,02,strong,dogs_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-05-01-01-01-14.wav,03-01-05-01-01-01-14.wav,03,speech,05,angry,01,normal,kids_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-05-01-01-02-14.wav,03-01-05-01-01-02-14.wav,03,speech,05,angry,01,normal,kids_door,2,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-05-01-02-01-14.wav,03-01-05-01-02-01-14.wav,03,speech,05,angry,01,normal,dogs_door,1,14,female
/home/pankajmsah/DSAI LAB/Group-6-DS-and-AI-Lab-Project/RAVDESS Emotional speech audio/Actor_14/03-01-05-01-02-02-14.wav,03-01-05-01-02-02-14.wav,03,speech,05,angry,01,normal,dogs_door,2,14,female
